DFT_ID,Alloy,SWS,error_type,message
DFT_0067,Hf15Nb21Ta21Mo22W21,3.046856,outlier_energy,"total energy -21248.583 Ry lies outside the ground-state cluster [-21268.637, -21268.636] Ry"
DFT_0070,Hf51Ta19Mo30,3.120856,missing_output,kfcd output missing for DFT_0070_bccm3_3.120856
DFT_0070,Hf51Ta19Mo30,3.120856,missing_output,kfcd output missing for DFT_0070_bcco4_3.120856
DFT_0070,Hf51Ta19Mo30,3.120856,outlier_energy,"total energy -23698.727 Ry lies outside the ground-state cluster [-23767.584, -23767.581] Ry"
DFT_0070,Hf51Ta19Mo30,3.120856,outlier_energy,"total energy -23698.708 Ry lies outside the ground-state cluster [-23767.584, -23767.581] Ry"
DFT_0070,Hf51Ta19Mo30,3.120856,outlier_energy,"total energy -23698.731 Ry lies outside the ground-state cluster [-23767.584, -23767.581] Ry"
DFT_0070,Hf51Ta19Mo30,3.120856,outlier_energy,"total energy -23698.726 Ry lies outside the ground-state cluster [-23767.584, -23767.581] Ry"
DFT_0071,Hf58Ta21Mo21,3.146672,missing_output,kfcd output missing for DFT_0071_bccm2_3.146672
DFT_0071,Hf58Ta21Mo21,3.146672,missing_output,kfcd output missing for DFT_0071_bcco1_3.146672
DFT_0071,Hf58Ta21Mo21,3.146672,missing_output,kfcd output missing for DFT_0071_bcco3_3.146672
DFT_0073,Hf69Ta26Mo5,3.188882,outlier_energy,"total energy -29272.491 Ry lies outside the ground-state cluster [-29365.705, -29365.703] Ry"
DFT_0080,Zr1Nb75Ta18W6,3.076237,missing_output,kfcd output missing for DFT_0080_bcco4_3.076237
DFT_0095,Zr3Nb24Ta24Mo24W25,3.020238,outlier_energy,"total energy -19577.555 Ry lies outside the ground-state cluster [-19577.307, -19577.302] Ry"
DFT_0095,Zr3Nb24Ta24Mo24W25,3.020238,outlier_energy,"total energy -19577.551 Ry lies outside the ground-state cluster [-19577.307, -19577.302] Ry"
DFT_0100,Zr20Nb20Ta20Mo20W20,3.060905,outlier_energy,"total energy -17306.645 Ry lies outside the ground-state cluster [-17304.703, -17304.700] Ry"
DFT_0108,Ti6Nb24Ta23Mo24W23,3.01366,missing_output,kfcd output missing for DFT_0108_bccm2_3.013660
DFT_0108,Ti6Nb24Ta23Mo24W23,3.01366,outlier_energy,"total energy -18505.192 Ry lies outside the ground-state cluster [-18504.637, -18504.633] Ry"
DFT_0114,Ti13Hf15Nb43Ta27Re2,3.101712,outlier_energy,"total energy -17123.828 Ry lies outside the ground-state cluster [-17143.857, -17143.855] Ry"
DFT_0114,Ti13Hf15Nb43Ta27Re2,3.101712,outlier_energy,"total energy -17123.827 Ry lies outside the ground-state cluster [-17143.857, -17143.855] Ry"
DFT_0114,Ti13Hf15Nb43Ta27Re2,3.101712,outlier_energy,"total energy -17123.827 Ry lies outside the ground-state cluster [-17143.857, -17143.855] Ry"
DFT_0114,Ti13Hf15Nb43Ta27Re2,3.101712,outlier_energy,"total energy -17123.826 Ry lies outside the ground-state cluster [-17143.857, -17143.855] Ry"
DFT_0114,Ti13Hf15Nb43Ta27Re2,3.101712,outlier_energy,"total energy -17123.825 Ry lies outside the ground-state cluster [-17143.857, -17143.855] Ry"
DFT_0114,Ti13Hf15Nb43Ta27Re2,3.101712,outlier_energy,"total energy -17123.824 Ry lies outside the ground-state cluster [-17143.857, -17143.855] Ry"
DFT_0114,Ti13Hf15Nb43Ta27Re2,3.101712,outlier_energy,"total energy -17123.828 Ry lies outside the ground-state cluster [-17143.857, -17143.855] Ry"
DFT_0114,Ti13Hf15Nb43Ta27Re2,3.101712,outlier_energy,"total energy -17123.827 Ry lies outside the ground-state cluster [-17143.857, -17143.855] Ry"
DFT_0117,Ti15Hf5Nb55Ta25,3.088349,outlier_energy,"total energy -13774.894 Ry lies outside the ground-state cluster [-13781.566, -13781.564] Ry"
DFT_0118,Ti15Hf15Nb45Ta25,3.106277,outlier_energy,"total energy -16017.025 Ry lies outside the ground-state cluster [-16037.052, -16037.050] Ry"
DFT_0118,Ti15Hf15Nb45Ta25,3.106277,outlier_energy,"total energy -16017.024 Ry lies outside the ground-state cluster [-16037.052, -16037.050] Ry"
DFT_0118,Ti15Hf15Nb45Ta25,3.106277,outlier_energy,"total energy -16017.024 Ry lies outside the ground-state cluster [-16037.052, -16037.050] Ry"
DFT_0118,Ti15Hf15Nb45Ta25,3.106277,outlier_energy,"total energy -16017.021 Ry lies outside the ground-state cluster [-16037.052, -16037.050] Ry"
DFT_0118,Ti15Hf15Nb45Ta25,3.106277,outlier_energy,"total energy -16017.024 Ry lies outside the ground-state cluster [-16037.052, -16037.050] Ry"
DFT_0118,Ti15Hf15Nb45Ta25,3.106277,outlier_energy,"total energy -16017.024 Ry lies outside the ground-state cluster [-16037.052, -16037.050] Ry"
DFT_0118,Ti15Hf15Nb45Ta25,3.106277,outlier_energy,"total energy -16017.024 Ry lies outside the ground-state cluster [-16037.052, -16037.050] Ry"
DFT_0118,Ti15Hf15Nb45Ta25,3.106277,outlier_energy,"total energy -16017.023 Ry lies outside the ground-state cluster [-16037.052, -16037.050] Ry"
DFT_0118,Ti15Hf15Nb45Ta25,3.106277,outlier_energy,"total energy -16017.022 Ry lies outside the ground-state cluster [-16037.052, -16037.050] Ry"
DFT_0120,Ti15Zr45Nb30Ta10,3.176819,missing_output,kfcd output missing for DFT_0120_bccm1_3.176819
DFT_0122,Ti16Zr16Hf17Nb17Ta17W17,3.113705,outlier_energy,"total energy -18643.952 Ry lies outside the ground-state cluster [-18666.656, -18666.653] Ry"
DFT_0128,Ti20Nb20Ta20Mo20W20,3.013452,missing_output,kfcd output missing for DFT_0128_bccm2_3.013452
DFT_0130,Ti20Hf20Nb20Ta20Mo20,3.076641,outlier_energy,"total energy -15752.485 Ry lies outside the ground-state cluster [-15779.202, -15779.199] Ry"
DFT_0130,Ti20Hf20Nb20Ta20Mo20,3.076641,outlier_energy,"total energy -15752.485 Ry lies outside the ground-state cluster [-15779.202, -15779.199] Ry"
DFT_0130,Ti20Hf20Nb20Ta20Mo20,3.076641,outlier_energy,"total energy -15752.485 Ry lies outside the ground-state cluster [-15779.202, -15779.199] Ry"
DFT_0130,Ti20Hf20Nb20Ta20Mo20,3.076641,outlier_energy,"total energy -15752.485 Ry lies outside the ground-state cluster [-15779.202, -15779.199] Ry"
DFT_0132,Ti20Zr20Hf20Nb20Ta20,3.155455,outlier_energy,"total energy -15572.344 Ry lies outside the ground-state cluster [-15599.046, -15599.044] Ry"
DFT_0132,Ti20Zr20Hf20Nb20Ta20,3.155455,outlier_energy,"total energy -15572.347 Ry lies outside the ground-state cluster [-15599.046, -15599.044] Ry"
DFT_0132,Ti20Zr20Hf20Nb20Ta20,3.155455,outlier_energy,"total energy -15572.347 Ry lies outside the ground-state cluster [-15599.046, -15599.044] Ry"
DFT_0135,Ti25Hf25V25Nb25,3.055587,outlier_energy,"total energy -10327.314 Ry lies outside the ground-state cluster [-10360.744, -10360.742] Ry"
DFT_0138,Ti25Zr25Hf25Ta25,3.175143,outlier_energy,"total energy -17555.194 Ry lies outside the ground-state cluster [-17588.570, -17588.568] Ry"
DFT_0138,Ti25Zr25Hf25Ta25,3.175143,outlier_energy,"total energy -17555.198 Ry lies outside the ground-state cluster [-17588.570, -17588.568] Ry"
DFT_0141,Ti28Zr28Hf28Ta16,3.186498,outlier_energy,"total energy -15911.530 Ry lies outside the ground-state cluster [-15948.906, -15948.902] Ry"
DFT_0141,Ti28Zr28Hf28Ta16,3.186498,outlier_energy,"total energy -15911.529 Ry lies outside the ground-state cluster [-15948.906, -15948.902] Ry"
DFT_0141,Ti28Zr28Hf28Ta16,3.186498,outlier_energy,"total energy -15911.528 Ry lies outside the ground-state cluster [-15948.906, -15948.902] Ry"
DFT_0141,Ti28Zr28Hf28Ta16,3.186498,outlier_energy,"total energy -15911.531 Ry lies outside the ground-state cluster [-15948.906, -15948.902] Ry"
DFT_0141,Ti28Zr28Hf28Ta16,3.186498,outlier_energy,"total energy -15911.531 Ry lies outside the ground-state cluster [-15948.906, -15948.902] Ry"
DFT_0141,Ti28Zr28Hf28Ta16,3.186498,outlier_energy,"total energy -15911.531 Ry lies outside the ground-state cluster [-15948.906, -15948.902] Ry"
DFT_0141,Ti28Zr28Hf28Ta16,3.186498,outlier_energy,"total energy -15911.530 Ry lies outside the ground-state cluster [-15948.906, -15948.902] Ry"
DFT_0144,Ti30Zr29Hf29Ta12,3.190625,outlier_energy,"total energy -15068.193 Ry lies outside the ground-state cluster [-15106.903, -15106.899] Ry"
DFT_0188,V21Nb25Ta25W29,3.000425,missing_output,kfcd output missing for DFT_0188_bcco0_3.000425
DFT_0198,Hf2Ta90W3Re5,3.085496,missing_output,kfcd output missing for DFT_0198_bccm0_3.085496
DFT_0198,Hf2Ta90W3Re5,3.085496,missing_output,kfcd output missing for DFT_0198_bccm1_3.085496
DFT_0198,Hf2Ta90W3Re5,3.085496,missing_output,kfcd output missing for DFT_0198_bccm2_3.085496
DFT_0198,Hf2Ta90W3Re5,3.085496,missing_output,kfcd output missing for DFT_0198_bccm3_3.085496
DFT_0198,Hf2Ta90W3Re5,3.085496,missing_output,kfcd output missing for DFT_0198_bccm4_3.085496
DFT_0198,Hf2Ta90W3Re5,3.085496,missing_output,kfcd output missing for DFT_0198_bccm5_3.085496
DFT_0198,Hf2Ta90W3Re5,3.085496,missing_output,kfcd output missing for DFT_0198_bcco0_3.085496
DFT_0198,Hf2Ta90W3Re5,3.085496,missing_output,kfcd output missing for DFT_0198_bcco1_3.085496
DFT_0198,Hf2Ta90W3Re5,3.085496,missing_output,kfcd output missing for DFT_0198_bcco2_3.085496
DFT_0198,Hf2Ta90W3Re5,3.085496,missing_output,kfcd output missing for DFT_0198_bcco3_3.085496
DFT_0198,Hf2Ta90W3Re5,3.085496,missing_output,kfcd output missing for DFT_0198_bcco4_3.085496
DFT_0198,Hf2Ta90W3Re5,3.085496,missing_output,kfcd output missing for DFT_0198_bcco5_3.085496
DFT_0200,Hf2V19Nb38Ta41,3.049834,outlier_energy,"total energy -16678.946 Ry lies outside the ground-state cluster [-16681.716, -16681.713] Ry"
DFT_0200,Hf2V19Nb38Ta41,3.049834,outlier_energy,"total energy -16678.945 Ry lies outside the ground-state cluster [-16681.716, -16681.713] Ry"
DFT_0200,Hf2V19Nb38Ta41,3.049834,outlier_energy,"total energy -16678.946 Ry lies outside the ground-state cluster [-16681.716, -16681.713] Ry"
DFT_0203,Hf3Nb30Ta31W36,3.042909,outlier_energy,"total energy -24521.967 Ry lies outside the ground-state cluster [-24526.130, -24526.127] Ry"
DFT_0213,Hf6Ta84W10,3.103201,outlier_energy,"total energy -31288.746 Ry lies outside the ground-state cluster [-31297.060, -31297.057] Ry"
DFT_0214,Hf6V15Nb41Ta38,3.078343,outlier_energy,"total energy -17096.951 Ry lies outside the ground-state cluster [-17105.260, -17105.259] Ry"
DFT_0214,Hf6V15Nb41Ta38,3.078343,outlier_energy,"total energy -17096.951 Ry lies outside the ground-state cluster [-17105.260, -17105.259] Ry"
DFT_0214,Hf6V15Nb41Ta38,3.078343,outlier_energy,"total energy -17096.951 Ry lies outside the ground-state cluster [-17105.260, -17105.259] Ry"
DFT_0214,Hf6V15Nb41Ta38,3.078343,outlier_energy,"total energy -17096.950 Ry lies outside the ground-state cluster [-17105.260, -17105.259] Ry"
DFT_0214,Hf6V15Nb41Ta38,3.078343,outlier_energy,"total energy -17096.949 Ry lies outside the ground-state cluster [-17105.260, -17105.259] Ry"
DFT_0214,Hf6V15Nb41Ta38,3.078343,outlier_energy,"total energy -17096.948 Ry lies outside the ground-state cluster [-17105.260, -17105.259] Ry"
DFT_0214,Hf6V15Nb41Ta38,3.078343,outlier_energy,"total energy -17096.951 Ry lies outside the ground-state cluster [-17105.260, -17105.259] Ry"
DFT_0214,Hf6V15Nb41Ta38,3.078343,outlier_energy,"total energy -17096.951 Ry lies outside the ground-state cluster [-17105.260, -17105.259] Ry"
DFT_0214,Hf6V15Nb41Ta38,3.078343,outlier_energy,"total energy -17096.951 Ry lies outside the ground-state cluster [-17105.260, -17105.259] Ry"
DFT_0215,Hf7Ta89W4,3.115948,outlier_energy,"total energy -31211.990 Ry lies outside the ground-state cluster [-31221.690, -31221.687] Ry"
DFT_0218,Hf8Nb31Ta27W34,3.052883,outlier_energy,"total energy -24204.890 Ry lies outside the ground-state cluster [-24215.579, -24215.577] Ry"
DFT_0218,Hf8Nb31Ta27W34,3.052883,outlier_energy,"total energy -24204.889 Ry lies outside the ground-state cluster [-24215.579, -24215.577] Ry"
DFT_0218,Hf8Nb31Ta27W34,3.052883,outlier_energy,"total energy -24204.886 Ry lies outside the ground-state cluster [-24215.579, -24215.577] Ry"
DFT_0218,Hf8Nb31Ta27W34,3.052883,outlier_energy,"total energy -24204.889 Ry lies outside the ground-state cluster [-24215.579, -24215.577] Ry"
DFT_0218,Hf8Nb31Ta27W34,3.052883,outlier_energy,"total energy -24204.888 Ry lies outside the ground-state cluster [-24215.579, -24215.577] Ry"
DFT_0218,Hf8Nb31Ta27W34,3.052883,outlier_energy,"total energy -24204.886 Ry lies outside the ground-state cluster [-24215.579, -24215.577] Ry"
DFT_0219,Hf8V10Nb40Ta40Mo2,3.077495,outlier_energy,"total energy -18313.787 Ry lies outside the ground-state cluster [-18324.872, -18324.869] Ry"
DFT_0219,Hf8V10Nb40Ta40Mo2,3.077495,outlier_energy,"total energy -18313.786 Ry lies outside the ground-state cluster [-18324.872, -18324.869] Ry"
DFT_0220,Hf10Nb21Ta21Mo27W21,3.031514,outlier_energy,"total energy -20150.440 Ry lies outside the ground-state cluster [-20163.807, -20163.803] Ry"
DFT_0220,Hf10Nb21Ta21Mo27W21,3.031514,outlier_energy,"total energy -20144.992 Ry lies outside the ground-state cluster [-20163.807, -20163.803] Ry"
DFT_0220,Hf10Nb21Ta21Mo27W21,3.031514,outlier_energy,"total energy -20150.440 Ry lies outside the ground-state cluster [-20163.807, -20163.803] Ry"
DFT_0220,Hf10Nb21Ta21Mo27W21,3.031514,outlier_energy,"total energy -20150.440 Ry lies outside the ground-state cluster [-20163.807, -20163.803] Ry"
DFT_0226,Hf53Ta19Mo28,3.122325,missing_output,kfcd output missing for DFT_0226_bccm0_3.122325
DFT_0226,Hf53Ta19Mo28,3.122325,missing_output,kfcd output missing for DFT_0226_bccm2_3.122325
DFT_0226,Hf53Ta19Mo28,3.122325,missing_output,kfcd output missing for DFT_0226_bcco0_3.122325
DFT_0226,Hf53Ta19Mo28,3.122325,missing_output,kfcd output missing for DFT_0226_bcco1_3.122325
DFT_0226,Hf53Ta19Mo28,3.122325,missing_output,kfcd output missing for DFT_0226_bcco2_3.122325
DFT_0226,Hf53Ta19Mo28,3.122325,missing_output,kfcd output missing for DFT_0226_bcco3_3.122325
DFT_0226,Hf53Ta19Mo28,3.122325,missing_output,kfcd output missing for DFT_0226_bcco4_3.122325
DFT_0226,Hf53Ta19Mo28,3.122325,missing_output,kfcd output missing for DFT_0226_bcco5_3.122325
DFT_0228,Hf66Ta23Mo11,3.174571,missing_output,kfcd output missing for DFT_0228_bccm0_3.174571
DFT_0228,Hf66Ta23Mo11,3.174571,missing_output,kfcd output missing for DFT_0228_bccm1_3.174571
DFT_0228,Hf66Ta23Mo11,3.174571,missing_output,kfcd output missing for DFT_0228_bccm2_3.174571
DFT_0228,Hf66Ta23Mo11,3.174571,missing_output,kfcd output missing for DFT_0228_bccm3_3.174571
DFT_0228,Hf66Ta23Mo11,3.174571,missing_output,kfcd output missing for DFT_0228_bccm4_3.174571
DFT_0228,Hf66Ta23Mo11,3.174571,missing_output,kfcd output missing for DFT_0228_bccm5_3.174571
DFT_0228,Hf66Ta23Mo11,3.174571,missing_output,kfcd output missing for DFT_0228_bcco0_3.174571
DFT_0228,Hf66Ta23Mo11,3.174571,missing_output,kfcd output missing for DFT_0228_bcco1_3.174571
DFT_0228,Hf66Ta23Mo11,3.174571,missing_output,kfcd output missing for DFT_0228_bcco2_3.174571
DFT_0228,Hf66Ta23Mo11,3.174571,missing_output,kfcd output missing for DFT_0228_bcco3_3.174571
DFT_0228,Hf66Ta23Mo11,3.174571,missing_output,kfcd output missing for DFT_0228_bcco4_3.174571
DFT_0228,Hf66Ta23Mo11,3.174571,missing_output,kfcd output missing for DFT_0228_bcco5_3.174571
DFT_0253,Zr7Nb22Ta22Mo23W26,3.027053,outlier_energy,"total energy -19331.840 Ry lies outside the ground-state cluster [-19329.708, -19329.703] Ry"
DFT_0253,Zr7Nb22Ta22Mo23W26,3.027053,outlier_energy,"total energy -19331.840 Ry lies outside the ground-state cluster [-19329.708, -19329.703] Ry"
DFT_0255,Zr16Nb20Ta20Mo20W24,3.048657,outlier_energy,"total energy -18311.322 Ry lies outside the ground-state cluster [-18310.068, -18310.065] Ry"
DFT_0260,Ti4Nb24Ta23Mo24W25,3.012353,missing_output,kfcd output missing for DFT_0260_bcco2_3.012353
DFT_0260,Ti4Nb24Ta23Mo24W25,3.012353,missing_output,kfcd output missing for DFT_0260_bcco3_3.012353
DFT_0265,Ti10Hf10Nb55Ta25,3.099455,missing_output,kfcd output missing for DFT_0265_bccm4_3.099455
DFT_0265,Ti10Hf10Nb55Ta25,3.099455,outlier_energy,"total energy -15198.042 Ry lies outside the ground-state cluster [-15192.627, -15192.624] Ry"
DFT_0265,Ti10Hf10Nb55Ta25,3.099455,outlier_energy,"total energy -15205.975 Ry lies outside the ground-state cluster [-15192.627, -15192.624] Ry"
DFT_0267,Ti13Nb22Ta22Mo23W20,3.014158,outlier_energy,"total energy -17109.994 Ry lies outside the ground-state cluster [-17107.858, -17107.854] Ry"
DFT_0269,Ti14Nb21Ta21Mo21W23,3.012658,missing_output,kfcd output missing for DFT_0269_bcco1_3.012658
DFT_0273,Ti16Zr16Hf22Nb17Ta17W12,3.130485,outlier_energy,"total energy -18530.440 Ry lies outside the ground-state cluster [-18559.821, -18559.819] Ry"
DFT_0273,Ti16Zr16Hf22Nb17Ta17W12,3.130485,outlier_energy,"total energy -18530.438 Ry lies outside the ground-state cluster [-18559.821, -18559.819] Ry"
DFT_0273,Ti16Zr16Hf22Nb17Ta17W12,3.130485,outlier_energy,"total energy -18530.441 Ry lies outside the ground-state cluster [-18559.821, -18559.819] Ry"
DFT_0274,Ti16Zr17Hf21Nb17Ta17Mo12,3.128769,outlier_energy,"total energy -15393.806 Ry lies outside the ground-state cluster [-15421.848, -15421.846] Ry"
DFT_0274,Ti16Zr17Hf21Nb17Ta17Mo12,3.128769,outlier_energy,"total energy -15393.803 Ry lies outside the ground-state cluster [-15421.848, -15421.846] Ry"
DFT_0274,Ti16Zr17Hf21Nb17Ta17Mo12,3.128769,outlier_energy,"total energy -15393.806 Ry lies outside the ground-state cluster [-15421.848, -15421.846] Ry"
DFT_0274,Ti16Zr17Hf21Nb17Ta17Mo12,3.128769,outlier_energy,"total energy -15393.806 Ry lies outside the ground-state cluster [-15421.848, -15421.846] Ry"
DFT_0279,Ti19Zr5Hf11Nb40Ta25,3.107597,missing_output,kfcd output missing for DFT_0279_bccm4_3.107597
DFT_0279,Ti19Zr5Hf11Nb40Ta25,3.107597,missing_output,kfcd output missing for DFT_0279_bcco0_3.107597
DFT_0279,Ti19Zr5Hf11Nb40Ta25,3.107597,outlier_energy,"total energy -14861.119 Ry lies outside the ground-state cluster [-14860.714, -14860.712] Ry"
DFT_0279,Ti19Zr5Hf11Nb40Ta25,3.107597,outlier_energy,"total energy -14864.665 Ry lies outside the ground-state cluster [-14860.714, -14860.712] Ry"
DFT_0279,Ti19Zr5Hf11Nb40Ta25,3.107597,outlier_energy,"total energy -14865.051 Ry lies outside the ground-state cluster [-14860.714, -14860.712] Ry"
DFT_0282,Ti20Hf18Nb20Ta20Mo22,3.069558,outlier_energy,"total energy -15313.223 Ry lies outside the ground-state cluster [-15337.270, -15337.267] Ry"
DFT_0284,Ti20Zr17Hf23Nb20Ta20,3.154343,missing_output,kfcd output missing for DFT_0284_bcco0_3.154343
DFT_0284,Ti20Zr17Hf23Nb20Ta20,3.154343,outlier_energy,"total energy -16258.262 Ry lies outside the ground-state cluster [-16288.968, -16288.964] Ry"
DFT_0293,Ti26Zr32Nb31Ta3Mo8,3.125025,missing_output,kfcd output missing for DFT_0293_bccm2_3.125025
DFT_0296,Ti28Zr27Hf31Ta14,3.189503,missing_output,kfcd output missing for DFT_0296_bcco5_3.189503
DFT_0296,Ti28Zr27Hf31Ta14,3.189503,outlier_energy,"total energy -16116.366 Ry lies outside the ground-state cluster [-16157.747, -16157.744] Ry"
DFT_0296,Ti28Zr27Hf31Ta14,3.189503,outlier_energy,"total energy -16116.363 Ry lies outside the ground-state cluster [-16157.747, -16157.744] Ry"
DFT_0296,Ti28Zr27Hf31Ta14,3.189503,outlier_energy,"total energy -16116.366 Ry lies outside the ground-state cluster [-16157.747, -16157.744] Ry"
DFT_0296,Ti28Zr27Hf31Ta14,3.189503,outlier_energy,"total energy -16116.366 Ry lies outside the ground-state cluster [-16157.747, -16157.744] Ry"
DFT_0296,Ti28Zr27Hf31Ta14,3.189503,outlier_energy,"total energy -16116.365 Ry lies outside the ground-state cluster [-16157.747, -16157.744] Ry"
DFT_0297,Ti28Zr32Hf24Ta16,3.188961,outlier_energy,"total energy -14996.979 Ry lies outside the ground-state cluster [-15029.010, -15029.007] Ry"
DFT_0297,Ti28Zr32Hf24Ta16,3.188961,outlier_energy,"total energy -14996.977 Ry lies outside the ground-state cluster [-15029.010, -15029.007] Ry"
DFT_0307,Ti38Hf21V20Nb21,3.053561,outlier_energy,"total energy -8946.292 Ry lies outside the ground-state cluster [-8974.333, -8974.332] Ry"
DFT_0307,Ti38Hf21V20Nb21,3.053561,outlier_energy,"total energy -8946.292 Ry lies outside the ground-state cluster [-8974.333, -8974.332] Ry"
DFT_0307,Ti38Hf21V20Nb21,3.053561,outlier_energy,"total energy -8946.291 Ry lies outside the ground-state cluster [-8974.333, -8974.332] Ry"
DFT_0307,Ti38Hf21V20Nb21,3.053561,outlier_energy,"total energy -8946.290 Ry lies outside the ground-state cluster [-8974.333, -8974.332] Ry"
DFT_0307,Ti38Hf21V20Nb21,3.053561,outlier_energy,"total energy -8946.292 Ry lies outside the ground-state cluster [-8974.333, -8974.332] Ry"
DFT_0307,Ti38Hf21V20Nb21,3.053561,outlier_energy,"total energy -8946.292 Ry lies outside the ground-state cluster [-8974.333, -8974.332] Ry"
DFT_0307,Ti38Hf21V20Nb21,3.053561,outlier_energy,"total energy -8946.292 Ry lies outside the ground-state cluster [-8974.333, -8974.332] Ry"
DFT_0307,Ti38Hf21V20Nb21,3.053561,outlier_energy,"total energy -8946.291 Ry lies outside the ground-state cluster [-8974.333, -8974.332] Ry"
DFT_0329,V40Nb20Ta15Mo15W10,2.949082,outlier_energy,"total energy -11425.592 Ry lies outside the ground-state cluster [-11423.636, -11423.633] Ry"
DFT_0332,Hf20V15Nb5Ta15Mo30W15,3.016465,missing_output,kfcd output missing for DFT_0332_bccm1_3.016465
DFT_0332,Hf20V15Nb5Ta15Mo30W15,3.016465,outlier_energy,"total energy -18646.708 Ry lies outside the ground-state cluster [-18673.503, -18673.500] Ry"
DFT_0332,Hf20V15Nb5Ta15Mo30W15,3.016465,outlier_energy,"total energy -18646.708 Ry lies outside the ground-state cluster [-18673.503, -18673.500] Ry"
DFT_0332,Hf20V15Nb5Ta15Mo30W15,3.016465,outlier_energy,"total energy -18646.708 Ry lies outside the ground-state cluster [-18673.503, -18673.500] Ry"
DFT_0332,Hf20V15Nb5Ta15Mo30W15,3.016465,outlier_energy,"total energy -18646.707 Ry lies outside the ground-state cluster [-18673.503, -18673.500] Ry"
DFT_0333,Hf35V25Ta25W15,3.071062,missing_output,kfcd output missing for DFT_0333_bccm5_3.071062
DFT_0336,Zr5Hf20Nb25Mo20W30,3.051339,outlier_energy,"total energy -19602.160 Ry lies outside the ground-state cluster [-19628.914, -19628.911] Ry"
DFT_0336,Zr5Hf20Nb25Mo20W30,3.051339,outlier_energy,"total energy -19602.160 Ry lies outside the ground-state cluster [-19628.914, -19628.911] Ry"
DFT_0336,Zr5Hf20Nb25Mo20W30,3.051339,outlier_energy,"total energy -19602.160 Ry lies outside the ground-state cluster [-19628.914, -19628.911] Ry"
DFT_0349,Zr20Hf40V5Nb15Ta20,3.183382,missing_output,kfcd output missing for DFT_0349_bccm0_3.183382
DFT_0349,Zr20Hf40V5Nb15Ta20,3.183382,missing_output,kfcd output missing for DFT_0349_bccm1_3.183382
DFT_0349,Zr20Hf40V5Nb15Ta20,3.183382,missing_output,kfcd output missing for DFT_0349_bccm3_3.183382
DFT_0349,Zr20Hf40V5Nb15Ta20,3.183382,missing_output,kfcd output missing for DFT_0349_bccm5_3.183382
DFT_0349,Zr20Hf40V5Nb15Ta20,3.183382,missing_output,kfcd output missing for DFT_0349_bcco0_3.183382
DFT_0349,Zr20Hf40V5Nb15Ta20,3.183382,missing_output,kfcd output missing for DFT_0349_bcco1_3.183382
DFT_0349,Zr20Hf40V5Nb15Ta20,3.183382,missing_output,kfcd output missing for DFT_0349_bcco2_3.183382
DFT_0349,Zr20Hf40V5Nb15Ta20,3.183382,missing_output,kfcd output missing for DFT_0349_bcco3_3.183382
